epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
8,linear_svm,0.9389,0.8119,10000,10000,29.362,ok,
8,rbf_svm,0.8696,0.8307,10000,10000,3.652,ok,
8,random_forest,1.0,0.8325,50000,10000,4.527,ok,
9,logistic_regression,0.89584,0.8482,50000,10000,23.295,ok,
9,linear_svm,0.9449,0.8184,10000,10000,22.085,ok,
9,rbf_svm,0.8799,0.8397,10000,10000,2.922,ok,
9,random_forest,1.0,0.8378,50000,10000,4.041,ok,
10,logistic_regression,0.90106,0.8542,50000,10000,27.838,ok,
10,linear_svm,0.9499,0.8268,10000,10000,16.502,ok,
10,rbf_svm,0.882,0.8399,10000,10000,2.13,ok,
10,random_forest,1.0,0.8367,50000,10000,3.981,ok,
11,logistic_regression,0.9073,0.8594,50000,10000,31.005,ok,
11,linear_svm,0.9591,0.8364,10000,10000,11.507,ok,
11,rbf_svm,0.8875,0.8445,10000,10000,2.729,ok,
11,random_forest,1.0,0.8478,50000,10000,4.192,ok,
12,logistic_regression,0.91162,0.8713,50000,10000,28.16,ok,
12,linear_svm,0.9567,0.8432,10000,10000,18.329,ok,
12,rbf_svm,0.8951,0.8521,10000,10000,2.69,ok,
12,random_forest,1.0,0.8535,50000,10000,3.897,ok,
13,logistic_regression,0.91104,0.8663,50000,10000,25.198,ok,
13,linear_svm,0.9532,0.8367,10000,10000,20.974,ok,
13,rbf_svm,0.8843,0.8482,10000,10000,2.151,ok,
13,random_forest,1.0,0.8487,50000,10000,3.841,ok,
14,logistic_regression,0.92114,0.8722,50000,10000,26.85,ok,
14,linear_svm,0.9623,0.8478,10000,10000,12.633,ok,
14,rbf_svm,0.8983,0.8571,10000,10000,2.983,ok,
14,random_forest,0.99998,0.8609,50000,10000,3.964,ok,
15,logistic_regression,0.91618,0.8673,50000,10000,23.429,ok,
15,linear_svm,0.9611,0.845,10000,10000,17.066,ok,
15,rbf_svm,0.8961,0.854,10000,10000,3.072,ok,
15,random_forest,1.0,0.8542,50000,10000,3.958,ok,
16,logistic_regression,0.92362,0.8733,50000,10000,20.875,ok,
16,linear_svm,0.9645,0.8504,10000,10000,13.086,ok,
16,rbf_svm,0.896,0.86,10000,10000,1.956,ok,
16,random_forest,1.0,0.8596,50000,10000,4.439,ok,
17,logistic_regression,0.9281,0.8828,50000,10000,21.161,ok,
17,linear_svm,0.9719,0.8542,10000,10000,10.159,ok,
17,rbf_svm,0.9106,0.8718,10000,10000,2.402,ok,
17,random_forest,1.0,0.8698,50000,10000,4.179,ok,
18,logistic_regression,0.92718,0.878,50000,10000,32.456,ok,
18,linear_svm,0.9706,0.8511,10000,10000,12.655,ok,
18,rbf_svm,0.9063,0.8672,10000,10000,1.674,ok,
18,random_forest,1.0,0.8698,50000,10000,4.042,ok,
19,logistic_regression,0.92606,0.8805,50000,10000,20.148,ok,
19,linear_svm,0.9693,0.855,10000,10000,11.251,ok,
19,rbf_svm,0.9068,0.8632,10000,10000,2.268,ok,
19,random_forest,1.0,0.8699,50000,10000,4.289,ok,
20,logistic_regression,0.92934,0.8846,50000,10000,18.956,ok,
20,linear_svm,0.9714,0.8616,10000,10000,17.734,ok,
20,rbf_svm,0.9064,0.8648,10000,10000,2.443,ok,
20,random_forest,1.0,0.8667,50000,10000,4.005,ok,
22,logistic_regression,0.93094,0.8834,50000,10000,24.542,ok,
22,linear_svm,0.972,0.8582,10000,10000,11.812,ok,
22,rbf_svm,0.9031,0.8658,10000,10000,2.24,ok,
22,random_forest,1.0,0.8641,50000,10000,4.147,ok,
24,logistic_regression,0.93172,0.8823,50000,10000,25.137,ok,
24,linear_svm,0.9681,0.8578,10000,10000,10.023,ok,
24,rbf_svm,0.902,0.8676,10000,10000,1.931,ok,
24,random_forest,1.0,0.8682,50000,10000,4.727,ok,
26,logistic_regression,0.9356,0.8911,50000,10000,19.488,ok,
26,linear_svm,0.9748,0.8666,10000,10000,10.522,ok,
26,rbf_svm,0.9076,0.8771,10000,10000,2.55,ok,
26,random_forest,1.0,0.878,50000,10000,4.041,ok,
28,logistic_regression,0.94366,0.8915,50000,10000,26.267,ok,
28,linear_svm,0.9817,0.8703,10000,10000,9.234,ok,
28,rbf_svm,0.9193,0.8765,10000,10000,1.845,ok,
28,random_forest,1.0,0.8777,50000,10000,4.315,ok,
30,logistic_regression,0.93124,0.8789,50000,10000,20.086,ok,
30,linear_svm,0.9721,0.8579,10000,10000,16.384,ok,
30,rbf_svm,0.9037,0.8591,10000,10000,1.983,ok,
30,random_forest,1.0,0.8629,50000,10000,4.042,ok,
35,logistic_regression,0.94542,0.8964,50000,10000,18.967,ok,
35,linear_svm,0.9797,0.8773,10000,10000,10.916,ok,
35,rbf_svm,0.9247,0.882,10000,10000,2.037,ok,
35,random_forest,1.0,0.8831,50000,10000,4.1,ok,
40,logistic_regression,0.94272,0.8866,50000,10000,20.87,ok,
40,linear_svm,0.979,0.8702,10000,10000,14.634,ok,
40,rbf_svm,0.9155,0.8691,10000,10000,1.678,ok,
40,random_forest,1.0,0.8683,50000,10000,3.819,ok,
45,logistic_regression,0.94784,0.8945,50000,10000,21.431,ok,
45,linear_svm,0.9852,0.8739,10000,10000,8.199,ok,
45,rbf_svm,0.922,0.8797,10000,10000,1.652,ok,
45,random_forest,1.0,0.8802,50000,10000,4.161,ok,
50,logistic_regression,0.95252,0.9007,50000,10000,22.574,ok,
50,linear_svm,0.9843,0.8794,10000,10000,10.971,ok,
50,rbf_svm,0.9282,0.885,10000,10000,2.011,ok,
50,random_forest,1.0,0.8833,50000,10000,3.826,ok,
60,logistic_regression,0.95162,0.8989,50000,10000,23.468,ok,
60,linear_svm,0.9845,0.8821,10000,10000,10.725,ok,
60,rbf_svm,0.931,0.8869,10000,10000,1.395,ok,
60,random_forest,1.0,0.8869,50000,10000,4.13,ok,
70,logistic_regression,0.96212,0.9083,50000,10000,16.577,ok,
70,linear_svm,0.9907,0.8932,10000,10000,9.259,ok,
70,rbf_svm,0.9379,0.9011,10000,10000,1.288,ok,
70,random_forest,1.0,0.9026,50000,10000,4.075,ok,
80,logistic_regression,0.96784,0.9128,50000,10000,18.438,ok,
80,linear_svm,0.9924,0.8998,10000,10000,8.478,ok,
80,rbf_svm,0.9482,0.9039,10000,10000,1.533,ok,
80,random_forest,1.0,0.9046,50000,10000,4.132,ok,
90,logistic_regression,0.97238,0.9183,50000,10000,13.814,ok,
90,linear_svm,0.9945,0.9058,10000,10000,10.936,ok,
90,rbf_svm,0.9558,0.9103,10000,10000,1.261,ok,
90,random_forest,1.0,0.9124,50000,10000,4.161,ok,
100,logistic_regression,0.97572,0.917,50000,10000,18.195,ok,
100,linear_svm,0.9943,0.9084,10000,10000,10.475,ok,
100,rbf_svm,0.9549,0.904,10000,10000,0.996,ok,
100,random_forest,1.0,0.9063,50000,10000,4.028,ok,
110,logistic_regression,0.9804,0.9216,50000,10000,16.641,ok,
110,linear_svm,0.9971,0.9112,10000,10000,5.535,ok,
110,rbf_svm,0.9642,0.9149,10000,10000,1.113,ok,
110,random_forest,1.0,0.9149,50000,10000,3.751,ok,
120,logistic_regression,0.9842,0.9264,50000,10000,16.915,ok,
120,linear_svm,0.9977,0.9166,10000,10000,8.114,ok,
120,rbf_svm,0.9712,0.9176,10000,10000,0.805,ok,
120,random_forest,1.0,0.9174,50000,10000,4.381,ok,
130,logistic_regression,0.99038,0.9291,50000,10000,9.847,ok,
130,linear_svm,1.0,0.9236,10000,10000,7.479,ok,
130,rbf_svm,0.9829,0.9244,10000,10000,0.614,ok,
130,random_forest,1.0,0.9267,50000,10000,3.878,ok,
140,logistic_regression,0.99368,0.9313,50000,10000,8.346,ok,
140,linear_svm,1.0,0.9274,10000,10000,5.202,ok,
140,rbf_svm,0.9909,0.9283,10000,10000,0.602,ok,
140,random_forest,1.0,0.9279,50000,10000,3.621,ok,
150,logistic_regression,0.99606,0.9319,50000,10000,5.577,ok,
150,linear_svm,1.0,0.9296,10000,10000,5.155,ok,
150,rbf_svm,0.9931,0.9288,10000,10000,0.408,ok,
150,random_forest,1.0,0.9297,50000,10000,3.182,ok,
160,logistic_regression,0.99864,0.9415,50000,10000,1.819,ok,
160,linear_svm,1.0,0.9414,10000,10000,6.36,ok,
160,rbf_svm,0.9979,0.9406,10000,10000,0.36,ok,
160,random_forest,1.0,0.9427,50000,10000,2.602,ok,
170,logistic_regression,0.99986,0.948,50000,10000,0.854,ok,
170,linear_svm,1.0,0.9484,10000,10000,6.705,ok,
170,rbf_svm,0.9999,0.9476,10000,10000,0.274,ok,
170,random_forest,1.0,0.9486,50000,10000,1.888,ok,
180,logistic_regression,1.0,0.9534,50000,10000,0.638,ok,
180,linear_svm,1.0,0.9537,10000,10000,3.724,ok,
180,rbf_svm,1.0,0.9532,10000,10000,0.226,ok,
180,random_forest,1.0,0.9527,50000,10000,1.612,ok,
190,logistic_regression,1.0,0.9545,50000,10000,0.583,ok,
190,linear_svm,1.0,0.9542,10000,10000,5.249,ok,
190,rbf_svm,1.0,0.955,10000,10000,0.158,ok,
190,random_forest,1.0,0.9543,50000,10000,1.58,ok,
200,logistic_regression,1.0,0.9551,50000,10000,0.78,ok,
200,linear_svm,1.0,0.9545,10000,10000,4.322,ok,
200,rbf_svm,1.0,0.955,10000,10000,0.379,ok,
200,random_forest,1.0,0.9546,50000,10000,1.523,ok,
