epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.46598,0.442,50000,10000,57.629,ok,
0,linear_svm,0.5284,0.3846,10000,10000,37.495,ok,
0,rbf_svm,0.4962,0.3862,10000,10000,16.899,ok,
0,random_forest,1.0,0.3791,50000,10000,3.729,ok,
1,logistic_regression,0.56034,0.5282,50000,10000,48.693,ok,
1,linear_svm,0.6171,0.4949,10000,10000,111.825,ok,
1,rbf_svm,0.5405,0.485,10000,10000,7.954,ok,
1,random_forest,1.0,0.5017,50000,10000,3.513,ok,
2,logistic_regression,0.66074,0.6236,50000,10000,40.047,ok,
2,linear_svm,0.7106,0.5846,10000,10000,48.622,ok,
2,rbf_svm,0.656,0.5943,10000,10000,8.032,ok,
2,random_forest,1.0,0.5953,50000,10000,3.707,ok,
3,logistic_regression,0.74454,0.6978,50000,10000,42.238,ok,
3,linear_svm,0.7921,0.6626,10000,10000,35.678,ok,
3,rbf_svm,0.7378,0.6783,10000,10000,5.245,ok,
3,random_forest,1.0,0.6773,50000,10000,3.822,ok,
4,logistic_regression,0.79022,0.7492,50000,10000,31.583,ok,
4,linear_svm,0.8431,0.7133,10000,10000,28.628,ok,
4,rbf_svm,0.7798,0.7325,10000,10000,3.943,ok,
4,random_forest,1.0,0.7298,50000,10000,3.621,ok,
5,logistic_regression,0.83894,0.7992,50000,10000,29.349,ok,
5,linear_svm,0.8952,0.7641,10000,10000,17.892,ok,
5,rbf_svm,0.8315,0.7866,10000,10000,3.895,ok,
5,random_forest,1.0,0.7836,50000,10000,3.972,ok,
6,logistic_regression,0.86386,0.8269,50000,10000,31.277,ok,
6,linear_svm,0.9224,0.7867,10000,10000,16.951,ok,
6,rbf_svm,0.8558,0.814,10000,10000,2.635,ok,
6,random_forest,1.0,0.8129,50000,10000,4.144,ok,
7,logistic_regression,0.8813,0.8362,50000,10000,30.493,ok,
7,linear_svm,0.935,0.8008,10000,10000,15.81,ok,
7,rbf_svm,0.8674,0.8252,10000,10000,3.403,ok,
7,random_forest,1.0,0.8235,50000,10000,4.467,ok,
8,logistic_regression,0.88746,0.8466,50000,10000,28.626,ok,
