epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.2,,,0.1012,,0.061053,0.096179,0,46.088308,1.663591,1.95053467,1.42801768,0.9362,0.4346,0.3877,0.4099,0.3806,,,0.09458116,0.81949364,1665.81396486,0.0,1665813964857850.5,500,50,1,0.5166000000000001,0.45665650940422403,0.5633999999999999,0.4073762740359357,0.5403,0.43070295261111696,0.5708,0.3999159398970264,,
1,0.2,2.325249955482483,0.16214,0.2437,0.828788,0.263454,0.366233,0,435.20438016,2.638693,2.66635903,1.14587471,0.5154,0.2996,0.2842,0.2626,0.3253,,0.34858821,0.20275876,0.67764662,3.39122624,0.0,3391226244847.9653,500,50,1,0.6516000000000001,0.3148050856362299,0.6668999999999999,0.29862351581380686,0.6876,0.2759272880109278,0.6261000000000001,0.34180939371650726,,
2,0.199987663248166,1.8049666787719727,0.30332,0.3933,0.230873,0.344502,0.46026,0,35.5682453,1.551062,1.89052342,0.92897079,0.32404,0.4869,0.453,0.4527,0.4839,,0.13141123,0.13749288,0.79233386,5.2484626,0.0,5248462602705.462,500,50,1,0.46430000000000005,0.5116108017232321,0.49809999999999993,0.4759903330881581,0.49750000000000005,0.47567510770200694,0.4675,0.5084585478617212,,
3,0.1999506560365731,1.5109643585586547,0.44112,0.503,0.16048,0.414546,0.538988,0,8.68029453,0.938534,1.63613607,0.70388255,0.25982,0.6024,0.5585,0.5694,0.576,,0.06004292,0.11458258,0.84765014,9.08759995,0.0,9087599951368.586,500,50,1,0.3488,0.632972575391405,0.39259999999999995,0.5868445938846275,0.3808,0.5982977829147841,0.37540000000000007,0.6052327414101082,,
4,0.199888987496197,1.2285719715118408,0.559,0.6162,0.246221,0.52589,0.652987,0,3.02970436,0.4814,1.25209205,0.60411533,0.17582,0.6941,0.6488,0.6723,0.6707,,0.08941574,0.10729169,0.89228321,9.30793945,0.0,9307939452805.393,500,50,1,0.2571,0.7293264684249239,0.3022999999999999,0.6817274351161081,0.27790000000000004,0.7064200903646107,0.28070000000000006,0.7047388883051381,,
5,0.1998026728428271,1.0092639301300048,0.64132,0.6414,0.2394,0.545295,0.660738,0,1.72920094,0.237845,1.18426697,0.63744361,0.20778,0.7446,0.7018,0.7209,0.7176,,0.09986323,0.18700013,0.85481695,10.96375532,0.0,10963755315495.94,500,50,1,0.2066,0.7823894084270254,0.24929999999999997,0.7374172533361353,0.22930000000000006,0.7574866029210886,0.2338,0.7540191236734265,,
6,0.1996917333733128,0.8438302103614808,0.7045,0.6564,0.271789,0.589615,0.707752,0,1.18189082,0.072577,1.09055401,0.57128079,0.22416,0.7896,0.7567,0.7684,0.7629,,0.123067,0.14255723,0.88336407,12.01946741,0.0,12019467409765.404,500,50,1,0.16160000000000008,0.82967321634969,0.1943999999999999,0.7951034990017863,0.18180000000000007,0.8073972890616791,0.1885,0.8016181569822424,,
7,0.199556196460308,0.748362087059021,0.7427,0.6675,0.24939,0.606202,0.710293,0,1.037058,0.015803,1.00408292,0.54157454,0.2544,0.8097,0.777,0.7949,0.7891,,0.12161712,0.12816728,0.87764457,20.41775988,0.0,20417759880875.367,500,50,1,0.14150000000000007,0.8507933172218136,0.17409999999999992,0.8164337501313439,0.1553,0.8352421981716929,0.1623,0.8291478407061049,,
8,0.199396095545518,0.7026518852424621,0.75676,0.7592,0.163525,0.638365,0.740874,0,0.84837122,-0.071414,0.99232442,0.5139227,0.16114,0.8183,0.7825,0.8076,0.8058,,0.07833099,0.16537077,0.87933469,17.70554883,0.0,17705548833608.19,500,50,1,0.13290000000000002,0.8598297782914784,0.16859999999999997,0.8222128822107807,0.14260000000000006,0.8485867395187559,0.14560000000000006,0.8466953872018493,,
9,0.1992114701314478,0.66594479763031,0.771,0.6976,0.225389,0.608868,0.714099,0,1.06923558,0.029073,1.0595418,0.55222811,0.24866,0.8173,0.7778,0.7985,0.7961,,0.11379728,0.18039102,0.86213678,13.6080018,0.0,13608001799874.664,500,50,1,0.13390000000000002,0.8587790270043081,0.1732999999999999,0.8172743511610803,0.15170000000000006,0.8390249028055059,0.1553,0.8365030997162972,,
