run_name,lr,seed,epoch,component,probe,train_acc,test_acc,k_main,threshold_mode,threshold_value
final_lr020_seed2,0.2,2,0,full,logistic_regression,0.46642,0.4319,246,singular_mass,0.8
final_lr020_seed2,0.2,2,0,main,logistic_regression,0.43224,0.42,246,singular_mass,0.8
final_lr020_seed2,0.2,2,0,residual,logistic_regression,0.19876,0.1849,246,singular_mass,0.8
final_lr020_seed2,0.2,2,1,full,logistic_regression,0.33296,0.2994,10,singular_mass,0.8
final_lr020_seed2,0.2,2,1,main,logistic_regression,0.27076,0.2679,10,singular_mass,0.8
final_lr020_seed2,0.2,2,1,residual,logistic_regression,0.33292,0.3007,10,singular_mass,0.8
final_lr020_seed2,0.2,2,2,full,logistic_regression,0.52312,0.4862,41,singular_mass,0.8
final_lr020_seed2,0.2,2,2,main,logistic_regression,0.461,0.4601,41,singular_mass,0.8
final_lr020_seed2,0.2,2,2,residual,logistic_regression,0.32954,0.3063,41,singular_mass,0.8
final_lr020_seed2,0.2,2,3,full,logistic_regression,0.63544,0.6029,84,singular_mass,0.8
final_lr020_seed2,0.2,2,3,main,logistic_regression,0.58368,0.575,84,singular_mass,0.8
final_lr020_seed2,0.2,2,3,residual,logistic_regression,0.29454,0.2649,84,singular_mass,0.8
final_lr020_seed2,0.2,2,4,full,logistic_regression,0.73592,0.6931,128,singular_mass,0.8
final_lr020_seed2,0.2,2,4,main,logistic_regression,0.69802,0.6806,128,singular_mass,0.8
final_lr020_seed2,0.2,2,4,residual,logistic_regression,0.25856,0.2384,128,singular_mass,0.8
final_lr020_seed2,0.2,2,5,full,logistic_regression,0.78266,0.7433,120,singular_mass,0.8
final_lr020_seed2,0.2,2,5,main,logistic_regression,0.75032,0.7332,120,singular_mass,0.8
final_lr020_seed2,0.2,2,5,residual,logistic_regression,0.27838,0.2576,120,singular_mass,0.8
final_lr020_seed2,0.2,2,6,full,logistic_regression,0.82522,0.7881,125,singular_mass,0.8
final_lr020_seed2,0.2,2,6,main,logistic_regression,0.79626,0.7794,125,singular_mass,0.8
final_lr020_seed2,0.2,2,6,residual,logistic_regression,0.27608,0.2613,125,singular_mass,0.8
final_lr020_seed2,0.2,2,7,full,logistic_regression,0.84526,0.807,114,singular_mass,0.8
final_lr020_seed2,0.2,2,7,main,logistic_regression,0.81812,0.8032,114,singular_mass,0.8
final_lr020_seed2,0.2,2,7,residual,logistic_regression,0.28438,0.2632,114,singular_mass,0.8
final_lr020_seed2,0.2,2,8,full,logistic_regression,0.86114,0.8164,109,singular_mass,0.8
final_lr020_seed2,0.2,2,8,main,logistic_regression,0.83592,0.8149,109,singular_mass,0.8
final_lr020_seed2,0.2,2,8,residual,logistic_regression,0.29972,0.2816,109,singular_mass,0.8
final_lr020_seed2,0.2,2,9,full,logistic_regression,0.8593,0.8154,120,singular_mass,0.8
final_lr020_seed2,0.2,2,9,main,logistic_regression,0.82924,0.812,120,singular_mass,0.8
final_lr020_seed2,0.2,2,9,residual,logistic_regression,0.30286,0.2836,120,singular_mass,0.8
final_lr020_seed2,0.2,2,10,full,logistic_regression,0.86904,0.8259,117,singular_mass,0.8
final_lr020_seed2,0.2,2,10,main,logistic_regression,0.84222,0.8188,117,singular_mass,0.8
final_lr020_seed2,0.2,2,10,residual,logistic_regression,0.31706,0.2975,117,singular_mass,0.8
final_lr020_seed2,0.2,2,11,full,logistic_regression,0.86902,0.8248,117,singular_mass,0.8
final_lr020_seed2,0.2,2,11,main,logistic_regression,0.8414,0.8186,117,singular_mass,0.8
final_lr020_seed2,0.2,2,11,residual,logistic_regression,0.30654,0.2879,117,singular_mass,0.8
final_lr020_seed2,0.2,2,12,full,logistic_regression,0.87804,0.8308,108,singular_mass,0.8
final_lr020_seed2,0.2,2,12,main,logistic_regression,0.84976,0.8264,108,singular_mass,0.8
final_lr020_seed2,0.2,2,12,residual,logistic_regression,0.32304,0.2971,108,singular_mass,0.8
final_lr020_seed2,0.2,2,13,full,logistic_regression,0.88214,0.8353,120,singular_mass,0.8
final_lr020_seed2,0.2,2,13,main,logistic_regression,0.85672,0.8362,120,singular_mass,0.8
final_lr020_seed2,0.2,2,13,residual,logistic_regression,0.30648,0.2909,120,singular_mass,0.8
final_lr020_seed2,0.2,2,14,full,logistic_regression,0.87084,0.8228,114,singular_mass,0.8
final_lr020_seed2,0.2,2,14,main,logistic_regression,0.84174,0.8176,114,singular_mass,0.8
final_lr020_seed2,0.2,2,14,residual,logistic_regression,0.3271,0.2974,114,singular_mass,0.8
final_lr020_seed2,0.2,2,15,full,logistic_regression,0.88824,0.8346,111,singular_mass,0.8
final_lr020_seed2,0.2,2,15,main,logistic_regression,0.8595,0.8338,111,singular_mass,0.8
final_lr020_seed2,0.2,2,15,residual,logistic_regression,0.31678,0.3001,111,singular_mass,0.8
final_lr020_seed2,0.2,2,16,full,logistic_regression,0.89392,0.8432,113,singular_mass,0.8
final_lr020_seed2,0.2,2,16,main,logistic_regression,0.86736,0.8449,113,singular_mass,0.8
final_lr020_seed2,0.2,2,16,residual,logistic_regression,0.32302,0.3019,113,singular_mass,0.8
final_lr020_seed2,0.2,2,17,full,logistic_regression,0.89002,0.8429,118,singular_mass,0.8
final_lr020_seed2,0.2,2,17,main,logistic_regression,0.86346,0.8392,118,singular_mass,0.8
final_lr020_seed2,0.2,2,17,residual,logistic_regression,0.33336,0.3244,118,singular_mass,0.8
final_lr020_seed2,0.2,2,18,full,logistic_regression,0.89394,0.8428,118,singular_mass,0.8
final_lr020_seed2,0.2,2,18,main,logistic_regression,0.86888,0.8421,118,singular_mass,0.8
final_lr020_seed2,0.2,2,18,residual,logistic_regression,0.31002,0.2924,118,singular_mass,0.8
final_lr020_seed2,0.2,2,19,full,logistic_regression,0.89644,0.8484,112,singular_mass,0.8
final_lr020_seed2,0.2,2,19,main,logistic_regression,0.86774,0.847,112,singular_mass,0.8
final_lr020_seed2,0.2,2,19,residual,logistic_regression,0.33046,0.3199,112,singular_mass,0.8
final_lr020_seed2,0.2,2,20,full,logistic_regression,0.89924,0.8498,112,singular_mass,0.8
final_lr020_seed2,0.2,2,20,main,logistic_regression,0.87344,0.8466,112,singular_mass,0.8
