epoch,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included
0,nan,0.09458116,0.81949364,1665.81396486,0.0,1665813964857850.5,500,50,1
1,0.34858821,0.20275876,0.67764662,3.39122624,0.0,3391226244847.9653,500,50,1
2,0.13141123,0.13749288,0.79233386,5.2484626,0.0,5248462602705.462,500,50,1
3,0.06004292,0.11458258,0.84765014,9.08759995,0.0,9087599951368.586,500,50,1
4,0.08941574,0.10729169,0.89228321,9.30793945,0.0,9307939452805.393,500,50,1
5,0.09986323,0.18700013,0.85481695,10.96375532,0.0,10963755315495.94,500,50,1
6,0.123067,0.14255723,0.88336407,12.01946741,0.0,12019467409765.404,500,50,1
7,0.12161712,0.12816728,0.87764457,20.41775988,0.0,20417759880875.367,500,50,1
8,0.07833099,0.16537077,0.87933469,17.70554883,0.0,17705548833608.19,500,50,1
9,0.11379728,0.18039102,0.86213678,13.6080018,0.0,13608001799874.664,500,50,1
10,0.08212129,0.18287561,0.86722494,14.37149478,0.0,14371494776162.898,500,50,1
11,0.15863943,0.11028136,0.85263425,13.71132913,0.0,13711329130720.342,500,50,1
12,0.21740224,0.21332548,0.82932027,18.16384903,0.0,18163849028192.582,500,50,1
13,0.09844833,0.14530963,0.88928825,14.676984,0.0,14676983999609.861,500,50,1
14,0.09892958,0.18720662,0.85560853,13.96125339,0.0,13961253393938.922,500,50,1
15,0.17961779,0.13889758,0.88062173,20.04777042,0.0,20047770415237.35,500,50,1
16,0.06906131,0.18254042,0.85603677,20.20538618,0.0,20205386178815.29,500,50,1
17,0.13105131,0.14587067,0.84853118,18.28580885,0.0,18285808851394.395,500,50,1
18,0.1070641,0.11077034,0.8976985,16.91456681,0.0,16914566814805.043,500,50,1
19,0.10919337,0.18676283,0.85869747,20.54604848,0.0,20546048478505.324,500,50,1
20,0.07149468,0.16398035,0.88547401,22.36128535,0.0,22361285354109.773,500,50,1
22,0.07887442,0.13683444,0.89752242,17.20230966,0.0,17202309664567.389,500,50,1
24,0.08651471,0.20716606,0.85279147,18.02190555,0.0,18021905549127.742,500,50,1
26,0.09211612,0.15288958,0.88453355,20.00669699,0.0,20006696991477.066,500,50,1
28,0.07075797,0.16584595,0.86355659,19.44898534,0.0,19448985336783.555,500,50,1
30,0.16222112,0.19846778,0.83798706,19.22403359,0.0,19224033587266.63,500,50,1
35,0.13136241,0.15623397,0.88124109,19.27335438,0.0,19273354377792.95,500,50,1
40,0.08881653,0.17324098,0.86782063,23.18840746,0.0,23188407459910.676,500,50,1
45,0.1184434,0.14844124,0.86522148,17.63842039,0.0,17638420386303.223,500,50,1
50,0.1545989,0.1343334,0.88048722,20.79869536,0.0,20798695364818.51,500,50,1
60,0.1492267,0.14457523,0.87974386,22.33052964,0.0,22330529641502.23,500,50,1
70,0.11310895,0.14855977,0.87809512,24.2536048,0.0,24253604803921.61,500,50,1
80,0.09226408,0.14792459,0.87375643,21.92315459,0.0,21923154587000.266,500,50,1
90,0.10823079,0.09745654,0.91361166,24.9748137,0.0,24974813701727.625,500,50,1
100,0.08288213,0.11567315,0.90152774,27.72116794,0.0,27721167938859.21,500,50,1
110,0.0933384,0.13059405,0.88506897,30.26905438,0.0,30269054382358.516,500,50,1
120,0.09107436,0.09772959,0.91749559,29.70393109,0.0,29703931091469.223,500,50,1
130,0.05506106,0.08559426,0.91704779,32.04129587,0.0,32041295872938.266,500,50,1
140,0.05940778,0.06114622,0.943642,34.90212495,0.0,34902124945871.62,500,50,1
150,0.03550513,0.03936728,0.95943629,36.23617417,0.0,36236174174225.83,500,50,1
160,0.03510342,0.0334172,0.96737636,37.20806175,0.0,37208061754053.34,500,50,1
170,0.02853177,0.0106808,0.98912375,36.55567628,0.0,36555676283741.664,500,50,1
180,0.01117214,0.00274442,0.99744857,35.47030807,0.0,35470308072442.73,500,50,1
190,0.00235843,0.00038469,0.99961531,34.72109428,0.0,34721094282664.28,500,50,1
200,0.00038469,0.0,nan,34.69024523,0.0,34690245233664.89,500,50,1
