epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,46.088308,1.663591,1.95053467,1.42801768,0.9362,46.088308,1.663591,1.42801768,0.9362
1,435.20438016,2.638693,2.66635903,1.14587471,0.5154,435.20438016,2.638693,1.14587471,0.5154
2,35.5682453,1.551062,1.89052342,0.92897079,0.32404,35.5682453,1.551062,0.92897079,0.32404
3,8.68029453,0.938534,1.63613607,0.70388255,0.25982,8.68029453,0.938534,0.70388255,0.25982
4,3.02970436,0.4814,1.25209205,0.60411533,0.17582,3.02970436,0.4814,0.60411533,0.17582
5,1.72920094,0.237845,1.18426697,0.63744361,0.20778,1.72920094,0.237845,0.63744361,0.20778
6,1.18189082,0.072577,1.09055401,0.57128079,0.22416,1.18189082,0.072577,0.57128079,0.22416
7,1.037058,0.015803,1.00408292,0.54157454,0.2544,1.037058,0.015803,0.54157454,0.2544
8,0.84837122,-0.071414,0.99232442,0.5139227,0.16114,0.84837122,-0.071414,0.5139227,0.16114
9,1.06923558,0.029073,1.0595418,0.55222811,0.24866,1.06923558,0.029073,0.55222811,0.24866
10,0.86290917,-0.064035,1.01539723,0.5559047,0.23612,0.86290917,-0.064035,0.5559047,0.23612
11,1.09416719,0.039084,0.80503125,0.50770826,0.3032,1.09416719,0.039084,0.50770826,0.3032
12,0.82454647,-0.083785,0.94993696,0.5776846,0.23998,0.82454647,-0.083785,0.5776846,0.23998
13,0.76316524,-0.117381,0.92852004,0.47495881,0.1158,0.76316524,-0.117381,0.47495881,0.1158
14,0.87871851,-0.05615,0.78306522,0.53407827,0.16464,0.87871851,-0.05615,0.53407827,0.16464
15,0.74141594,-0.129938,1.01709275,0.5038488,0.16576,0.74141594,-0.129938,0.5038488,0.16576
16,0.69794887,-0.156176,0.75107504,0.49580714,0.19006,0.69794887,-0.156176,0.49580714,0.19006
17,0.75543614,-0.121802,0.74033805,0.50543419,0.26142,0.75543614,-0.121802,0.50543419,0.26142
18,0.69032004,-0.16095,0.79834983,0.43273333,0.13174,0.69032004,-0.16095,0.43273333,0.13174
19,0.71462535,-0.145922,0.99438081,0.52024419,0.21128,0.71462535,-0.145922,0.52024419,0.21128
20,0.65017899,-0.186967,0.83114125,0.47256591,0.09812,0.65017899,-0.186967,0.47256591,0.09812
22,0.73822308,-0.131812,0.84268899,0.49117455,0.18714,0.73822308,-0.131812,0.49117455,0.18714
24,0.86537625,-0.062795,0.88994297,0.50950001,0.14106,0.86537625,-0.062795,0.50950001,0.14106
26,0.64977509,-0.187237,0.7267724,0.46945673,0.1421,0.64977509,-0.187237,0.46945673,0.1421
28,0.59767435,-0.223535,0.74861249,0.4581199,0.14528,0.59767435,-0.223535,0.4581199,0.14528
30,0.81156944,-0.090674,0.94271049,0.53233924,0.19988,0.81156944,-0.090674,0.53233924,0.19988
35,0.64269595,-0.191994,0.80575129,0.46341188,0.12526,0.64269595,-0.191994,0.46341188,0.12526
40,0.57654021,-0.23917,0.76022645,0.46713507,0.09482,0.57654021,-0.23917,0.46713507,0.09482
45,0.66936445,-0.174337,0.90259488,0.46990202,0.16156,0.66936445,-0.174337,0.46990202,0.16156
50,0.65736171,-0.182196,0.86210105,0.4486855,0.17294,0.65736171,-0.182196,0.4486855,0.17294
60,0.76019708,-0.119074,0.92351586,0.47297116,0.17152,0.76019708,-0.119074,0.47297116,0.17152
70,0.55184833,-0.25818,0.58646977,0.42212135,0.12102,0.55184833,-0.25818,0.42212135,0.12102
80,0.57043427,-0.243794,0.80954858,0.41300865,0.1059,0.57043427,-0.243794,0.41300865,0.1059
90,0.51434511,-0.288745,0.67643601,0.35991619,0.10402,0.51434511,-0.288745,0.35991619,0.10402
100,0.43499945,-0.361511,0.64911834,0.3559049,0.0885,0.43499945,-0.361511,0.3559049,0.0885
110,0.42313025,-0.373526,0.7180342,0.36521042,0.0916,0.42313025,-0.373526,0.36521042,0.0916
120,0.37285919,-0.428455,0.611204,0.31823343,0.07752,0.37285919,-0.428455,0.31823343,0.07752
130,0.31475594,-0.502026,0.47586913,0.2933162,0.04628,0.31475594,-0.502026,0.2933162,0.04628
140,0.26310324,-0.579874,0.49179009,0.24580363,0.0362,0.26310324,-0.579874,0.24580363,0.0362
150,0.21965669,-0.658256,0.42119913,0.21374318,0.01064,0.21965669,-0.658256,0.21374318,0.01064
160,0.18873116,-0.724156,0.35313952,0.22888807,0.01582,0.18873116,-0.724156,0.22888807,0.01582
170,0.11140992,-0.953076,0.25430057,0.19750191,0.00232,0.11140992,-0.953076,0.19750191,0.00232
180,0.06031074,-1.219605,0.20518564,0.18997906,0.0001,0.06031074,-1.219605,0.18997906,0.0001
190,0.0414211,-1.382778,0.21865921,0.19280042,0.0,0.0414211,-1.382778,0.19280042,0.0
200,0.03890229,-1.410025,0.21792983,0.19603681,0.0,0.03890229,-1.410025,0.19603681,0.0
