epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.136084
0,2,2040,0.097063
0,3,2040,0.118373
0,4,2040,0.084684
0,5,2040,0.09365
0,6,2040,0.109928
0,7,2040,0.110132
0,8,2040,0.086909
0,9,2040,0.102781
0,10,2040,0.090132
0,11,2040,0.101994
0,12,2040,0.094416
0,13,2040,0.10849
0,14,2040,0.108248
0,15,2040,0.120634
0,16,2040,0.089515
0,17,2040,0.106148
0,18,2040,0.099554
0,19,2040,0.074981
0,20,2040,0.095439
0,22,2040,0.090874
0,24,2040,0.087298
0,26,2040,0.104339
0,28,2040,0.102375
0,30,2040,0.08112
0,35,2040,0.098215
0,40,2040,0.087366
0,45,2040,0.0796
0,50,2040,0.10478
0,60,2040,0.098183
0,70,2040,0.081485
0,80,2040,0.070036
0,90,2040,0.089889
0,100,2040,0.085895
0,110,2040,0.092409
0,120,2040,0.078008
0,130,2040,0.087483
0,140,2040,0.071719
0,150,2040,0.066687
0,160,2040,0.068881
0,170,2040,0.066653
0,180,2040,0.064513
0,190,2040,0.066028
0,200,2040,0.065984
1,1,2040,1.0
1,2,2040,0.704984
1,3,2040,0.734097
1,4,2040,0.707391
1,5,2040,0.696962
1,6,2040,0.673469
1,7,2040,0.722435
1,8,2040,0.670314
1,9,2040,0.663753
1,10,2040,0.668106
1,11,2040,0.67149
1,12,2040,0.661303
1,13,2040,0.667387
1,14,2040,0.653608
1,15,2040,0.653242
1,16,2040,0.641302
1,17,2040,0.615036
1,18,2040,0.608339
1,19,2040,0.593419
1,20,2040,0.571938
1,22,2040,0.640518
1,24,2040,0.615185
1,26,2040,0.581116
1,28,2040,0.588013
1,30,2040,0.605931
1,35,2040,0.561039
1,40,2040,0.574979
1,45,2040,0.586529
1,50,2040,0.57178
1,60,2040,0.570778
1,70,2040,0.539915
1,80,2040,0.543805
1,90,2040,0.518881
1,100,2040,0.526157
1,110,2040,0.546385
1,120,2040,0.47654
1,130,2040,0.482379
1,140,2040,0.479413
1,150,2040,0.455627
1,160,2040,0.453537
1,170,2040,0.463682
1,180,2040,0.464313
1,190,2040,0.460256
1,200,2040,0.4626
2,2,2040,1.0
2,3,2040,0.730171
2,4,2040,0.75515
2,5,2040,0.659197
2,6,2040,0.685955
2,7,2040,0.702371
2,8,2040,0.639741
2,9,2040,0.65541
2,10,2040,0.648883
2,11,2040,0.636316
2,12,2040,0.640113
2,13,2040,0.622007
2,14,2040,0.630148
2,15,2040,0.643581
2,16,2040,0.609857
2,17,2040,0.631798
2,18,2040,0.618031
2,19,2040,0.583987
2,20,2040,0.572144
2,22,2040,0.625961
2,24,2040,0.600326
2,26,2040,0.580618
2,28,2040,0.585152
2,30,2040,0.585191
2,35,2040,0.553218
2,40,2040,0.569758
2,45,2040,0.556277
2,50,2040,0.555732
2,60,2040,0.570423
2,70,2040,0.534304
2,80,2040,0.543081
2,90,2040,0.523462
2,100,2040,0.531136
2,110,2040,0.529735
2,120,2040,0.473182
2,130,2040,0.484133
2,140,2040,0.475668
2,150,2040,0.460114
2,160,2040,0.456494
2,170,2040,0.467108
2,180,2040,0.468571
2,190,2040,0.466428
2,200,2040,0.468453
3,3,2040,1.0
3,4,2040,0.839286
3,5,2040,0.852282
3,6,2040,0.806053
3,7,2040,0.860252
3,8,2040,0.830771
3,9,2040,0.821264
3,10,2040,0.846206
3,11,2040,0.821157
3,12,2040,0.762635
3,13,2040,0.810173
3,14,2040,0.803614
3,15,2040,0.773788
3,16,2040,0.748581
3,17,2040,0.69792
3,18,2040,0.7566
3,19,2040,0.724566
3,20,2040,0.678971
3,22,2040,0.767376
3,24,2040,0.773357
3,26,2040,0.734847
