epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.05,,,0.1,,0.065984,0.09134,0,43.26733288,1.63616,2.03561796,1.41560673,0.92824,0.442,0.3846,0.3862,0.3791,,,0.14035025,0.81720283,1954.44868892,0.0,1954448688916640.8,500,50,1,0.5105,0.4638958858102435,0.5672999999999999,0.40365239294710326,0.5668,0.4053316540722082,0.5742,0.39787993282955497,,
1,0.05,1.6002809488677978,0.41488,0.5094,0.863916,0.4626,0.589487,0,5.34626137,0.72805,1.53779632,0.63732481,0.34048,0.6475,0.6102,0.6285,0.6199,,0.19343816,0.08057088,0.91550212,73.43281582,0.0,73432815817937.66,500,50,1,0.30500000000000005,0.679575986565911,0.3417,0.6404282115869018,0.3245,0.6596347607052896,0.33340000000000003,0.6506087321578505,,
2,0.0499969158120415,1.0424566440963745,0.6269,0.6359,0.295016,0.468453,0.579271,0,2.2816171,0.358243,1.33297793,0.67165679,0.2295,0.7479,0.7017,0.7311,0.7284,,0.07653427,0.15843051,0.86623476,64.88976959,0.0,64889769593854.97,500,50,1,0.2046,0.7849496221662469,0.2502,0.7364609571788413,0.2219,0.7673173803526449,0.2249,0.7644836272040303,,
3,0.0499876640091432,0.7979624805259704,0.71988,0.6771,0.269829,0.57972,0.708043,0,1.26998815,0.1038,1.12471711,0.64226014,0.22108,0.7995,0.7561,0.7862,0.7827,,0.1011763,0.16093889,0.88411885,58.86797094,0.0,58867970943959.95,500,50,1,0.15300000000000002,0.8391057934508817,0.19579999999999997,0.7935558354324097,0.16679999999999995,0.8251469353484467,0.17060000000000008,0.8214735516372795,,
4,0.0499722468740492,0.6511996767807007,0.77484,0.7591,0.160714,0.614735,0.733407,0,0.98582244,-0.006201,0.98513593,0.62171121,0.14972,0.826,0.7814,0.8112,0.8105,,0.05381665,0.16176705,0.88722946,70.38070716,0.0,70380707159727.67,500,50,1,0.12650000000000006,0.8669185558354324,0.17049999999999998,0.8201091519731318,0.14179999999999993,0.8513853904282116,0.14280000000000004,0.8506507136859782,,
5,0.0499506682107067,0.5727091637992859,0.80084,0.7676,0.142601,0.640985,0.752214,0,0.8198639,-0.086258,0.98964117,0.6213617,0.16852,0.8406,0.8017,0.8358,0.8321,,0.03921974,0.14985618,0.89496504,74.96960652,0.0,74969606521428.45,500,50,1,0.1119,0.8822418136020151,0.1502,0.841414777497901,0.11719999999999997,0.8772040302267002,0.12120000000000009,0.873320738874895,,
6,0.0499229333433282,0.5098857756233215,0.82426,0.7904,0.162137,0.668875,0.770842,0,0.73232339,-0.135297,0.85586028,0.56039724,0.13402,0.8529,0.817,0.8456,0.8463,,0.05742862,0.11705689,0.91891807,73.54557437,0.0,73545574371072.05,500,50,1,0.09960000000000002,0.8951511335012594,0.13490000000000002,0.857472712006717,0.10739999999999994,0.8874895046179682,0.10699999999999998,0.8882241813602015,,
7,0.049889049115077,0.4619964447975159,0.84006,0.8332,0.123355,0.655662,0.768055,0,0.61498096,-0.211138,1.02454546,0.58024674,0.07904,0.8616,0.8332,0.858,0.8587,,0.03790937,0.16453164,0.89017391,77.68341301,0.0,77683413014579.02,500,50,1,0.09089999999999998,0.9042821158690176,0.11869999999999992,0.8744752308984047,0.09499999999999997,0.9005037783375315,0.09460000000000002,0.901238455079765,,
8,0.0498490238863795,0.4272367621040344,0.85194,0.8334,0.097981,0.705413,0.793148,0,0.62217213,-0.206089,0.81041973,0.55648094,0.1188,0.8717,0.8397,0.8638,0.8647,,0.03070162,0.15131563,0.90011282,58.93938014,0.0,58939380135179.2,500,50,1,0.08079999999999998,0.9148824517212427,0.11219999999999997,0.8812972292191436,0.08919999999999995,0.9065910999160369,0.08860000000000001,0.9075356842989085,,
9,0.0498028675328619,0.3993584074401855,0.8617,0.8341,0.104415,0.706479,0.788902,0,0.56549184,-0.247574,0.75654441,0.51254602,0.08422,0.8779,0.844,0.8665,0.8697,,0.03685662,0.13303998,0.90893089,57.36890274,0.0,57368902736738.45,500,50,1,0.0746,0.9213895885810244,0.1079,0.8858102434928631,0.08649999999999991,0.9094248530646516,0.08360000000000001,0.9127833753148615,,
10,0.0497505914429139,0.3778651556015014,0.86942,0.8359,0.11715,0.682031,0.771838,0,0.52009227,-0.28392,0.84915617,0.52329512,0.092,0.8794,0.8547,0.8735,0.8738,,0.03817228,0.17237148,0.87509532,61.26836341,0.0,61268363407368.05,500,50,1,0.07310000000000005,0.9229638958858102,0.09719999999999995,0.8970403022670026,0.0794999999999999,0.9167716204869858,0.07950000000000002,0.917086481947943,,
11,0.0496922085148784,0.3570440379524231,0.87768,0.8339,0.090368,0.681112,0.76834,0,0.5127558,-0.290089,0.8753176,0.53195221,0.1039,0.8791,0.855,0.8689,0.8695,,0.02860352,0.17658896,0.86965574,60.05526455,0.0,60055264546165.28,500,50,1,0.07340000000000002,0.922649034424853,0.09689999999999999,0.8973551637279596,0.08409999999999995,0.911943744752309,0.08379999999999999,0.9125734676742234,,
12,0.0496277331538693,0.3388430514812469,0.88364,0.8463,0.154269,0.734062,0.796945,0,0.47884932,-0.319801,0.7182116,0.46394966,0.07836,0.8834,0.8626,0.8778,0.878,,0.08044046,0.10529032,0.92293691,48.13440073,0.0,48134400733987.305,500,50,1,0.06910000000000005,0.9271620486985727,0.08929999999999993,0.9053316540722083,0.07519999999999993,0.9212846347607053,0.07530000000000003,0.9214945424013434,,
13,0.0495571812682172,0.326112234621048,0.88832,0.8193,0.170594,0.684805,0.764812,0,0.51825492,-0.285457,0.88496929,0.53493382,0.10644,0.8818,0.8591,0.875,0.8741,,0.09944542,0.1958009,0.8506755,42.29790673,0.0,42297906729557.18,500,50,1,0.07069999999999999,0.9254827875734677,0.0928,0.9016582703610412,0.07799999999999996,0.9183459277917716,0.07920000000000005,0.9174013434089001,,
14,0.0494805702655441,0.3205276279354095,0.8889,0.8419,0.123791,0.723203,0.791806,0,0.47373864,-0.324461,0.74345168,0.45985737,0.07782,0.8907,0.8665,0.8794,0.8816,,0.05062453,0.11291191,0.91701921,41.73612281,0.0,41736122805399.12,500,50,1,0.061799999999999966,0.934823677581864,0.08539999999999992,0.9094248530646516,0.0736,0.9229638958858102,0.07169999999999999,0.9252728799328296,,
