run_name,lr,seed,epoch,threshold_mode,threshold_value,k_main,d_total,k_fraction,singular_sum_total,singular_energy_total,main_singular_mass,main_energy_mass,residual_singular_mass,residual_energy_mass,effective_rank_singular,effective_rank_energy
final_lr005_seed1,0.05,1,0,singular_mass,0.8,245,512,0.478515625,14258.7490234375,4655789.5,0.8007224798202515,0.9927611351013184,0.19927752017974854,0.007238864898681641,224.4280453828372,3.2317585846571055
final_lr005_seed1,0.05,1,1,singular_mass,0.8,239,512,0.466796875,9487.154296875,1334504.375,0.8002758622169495,0.9898476600646973,0.19972413778305054,0.010152339935302734,212.04654477327665,13.310271416116054
final_lr005_seed1,0.05,1,2,singular_mass,0.8,242,512,0.47265625,10677.8330078125,1699654.5,0.8009368181228638,0.9898927211761475,0.19906318187713623,0.010107278823852539,213.61082173331,12.607453263891834
final_lr005_seed1,0.05,1,3,singular_mass,0.8,237,512,0.462890625,10944.662109375,1641410.25,0.8008543252944946,0.9891800284385681,0.19914567470550537,0.010819971561431885,214.41241326799286,15.934692636965915
final_lr005_seed1,0.05,1,4,singular_mass,0.8,236,512,0.4609375,10786.1630859375,1682084.75,0.8003195524215698,0.9897478222846985,0.19968044757843018,0.010252177715301514,208.99173233845696,14.991127050216392
final_lr005_seed1,0.05,1,5,singular_mass,0.8,225,512,0.439453125,10482.83203125,1675091.125,0.8009194731712341,0.9906743764877319,0.19908052682876587,0.009325623512268066,197.55046148317922,15.171458054684614
final_lr005_seed1,0.05,1,6,singular_mass,0.8,218,512,0.42578125,11844.609375,2466667.0,0.8007047772407532,0.9920832514762878,0.19929522275924683,0.007916748523712158,185.21840247255378,11.948748956916349
final_lr005_seed1,0.05,1,7,singular_mass,0.8,211,512,0.412109375,11644.83203125,2380493.0,0.8005332350730896,0.9922268986701965,0.1994667649269104,0.007773101329803467,178.87265320497667,13.5368820883567
final_lr005_seed1,0.05,1,8,singular_mass,0.8,211,512,0.412109375,11121.751953125,2228794.0,0.800856351852417,0.9924571514129639,0.199143648147583,0.007542848587036133,177.77134096582822,12.691686830627523
final_lr005_seed1,0.05,1,9,singular_mass,0.8,202,512,0.39453125,10137.431640625,1980925.875,0.8004158735275269,0.9931040406227112,0.19958412647247314,0.006895959377288818,168.68203923715706,12.110711618007862
final_lr005_seed1,0.05,1,10,singular_mass,0.8,203,512,0.396484375,10192.4228515625,1820791.875,0.800719678401947,0.9924095273017883,0.19928032159805298,0.00759047269821167,175.0728443614576,14.179084682572874
final_lr005_seed1,0.05,1,11,singular_mass,0.8,197,512,0.384765625,9856.00390625,1817004.0,0.8003019690513611,0.9929693937301636,0.19969803094863892,0.007030606269836426,169.66700125097367,12.698351686528602
final_lr005_seed1,0.05,1,12,singular_mass,0.8,188,512,0.3671875,9026.890625,1555777.25,0.8005132675170898,0.9932892322540283,0.19948673248291016,0.00671076774597168,161.6187819181915,13.706900852527939
final_lr005_seed1,0.05,1,13,singular_mass,0.8,184,512,0.359375,8796.646484375,1501055.5,0.8007093071937561,0.9934707880020142,0.1992906928062439,0.00652921199798584,160.0121375327041,13.275108893021416
final_lr005_seed1,0.05,1,14,singular_mass,0.8,175,512,0.341796875,8748.06640625,1637377.625,0.8004719614982605,0.9941911697387695,0.1995280385017395,0.005808830261230469,149.40025659092902,12.13656713852704
final_lr005_seed1,0.05,1,15,singular_mass,0.8,171,512,0.333984375,8223.02734375,1445223.375,0.8004977107048035,0.9942235350608826,0.19950228929519653,0.005776464939117432,148.37134057007498,12.101700451078903
