epoch,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included
0,nan,0.06675218,0.87767292,1242.19870612,0.0,1242198706118499.8,500,50,1
1,0.11294403,0.04107548,0.91794446,60.66810648,0.0,60668106475272.51,500,50,1
2,0.11199435,0.12159632,0.90364719,64.74020625,0.0,64740206253647.83,500,50,1
3,0.07244763,0.12679981,0.88999813,59.87643539,0.0,59876435385858.1,500,50,1
4,0.06397789,0.10109126,0.92497456,60.99363532,0.0,60993635321477.74,500,50,1
5,0.0493415,0.06740724,0.93549565,57.12175831,0.0,57121758311575.03,500,50,1
6,0.11464873,0.19167071,0.85398837,85.90345065,0.0,85903450652455.02,500,50,1
7,0.07048481,0.13094806,0.91121401,75.46181267,0.0,75461812671358.03,500,50,1
8,0.04643901,0.10534134,0.92531228,71.61250464,0.0,71612504637290.42,500,50,1
9,0.05772251,0.14559946,0.89767414,61.11381138,0.0,61113811382650.555,500,50,1
10,0.04174046,0.10526385,0.92689696,55.37127522,0.0,55371275224449.4,500,50,1
11,0.07366493,0.1545554,0.8886373,52.40215884,0.0,52402158841269.45,500,50,1
12,0.09180493,0.09300352,0.92982816,45.09365801,0.0,45093658005855.47,500,50,1
13,0.08576867,0.12277563,0.9044104,42.77534795,0.0,42775347951376.41,500,50,1
14,0.09866019,0.14710584,0.88651095,47.27148131,0.0,47271481307168.04,500,50,1
15,0.10419484,0.10073544,0.92672778,42.97135461,0.0,42971354613359.77,500,50,1
16,0.05599367,0.12138171,0.90808172,40.32456592,0.0,40324565924566.64,500,50,1
17,0.05933375,0.11237376,0.91779404,38.56099982,0.0,38560999817930.45,500,50,1
18,0.05393678,0.08359964,0.93717324,33.83638389,0.0,33836383893593.793,500,50,1
19,0.04218965,0.07050214,0.94369867,32.909964,0.0,32909963998591.992,500,50,1
20,0.04829012,0.09443479,0.92507374,34.77997721,0.0,34779977213379.34,500,50,1
22,0.03249248,0.07225657,0.93996656,34.36040508,0.0,34360405076654.617,500,50,1
24,0.03989137,0.06077713,0.945747,34.30503955,0.0,34305039547728.03,500,50,1
26,0.07444092,0.09726825,0.91687921,34.04491967,0.0,34044919672681.695,500,50,1
28,0.08386726,0.08037211,0.93007019,34.08045015,0.0,34080450150179.723,500,50,1
30,0.05874131,0.06084058,0.94565922,33.86257618,0.0,33862576184422.863,500,50,1
35,0.029717,0.05826684,0.94820737,37.82711353,0.0,37827113527564.54,500,50,1
40,0.04179987,0.07373613,0.93597472,34.7292711,0.0,34729271095880.387,500,50,1
45,0.06974111,0.05458197,0.94569058,36.03041838,0.0,36030418380211.81,500,50,1
50,0.06962385,0.06449966,0.94191739,36.11089075,0.0,36110890750670.24,500,50,1
60,0.04783907,0.07033793,0.93820871,38.97479766,0.0,38974797656730.18,500,50,1
70,0.05371251,0.04506875,0.95885461,34.8933731,0.0,34893373097442.984,500,50,1
80,0.03606209,0.04797245,0.95391491,37.71732505,0.0,37717325047703.375,500,50,1
90,0.03004574,0.0463816,0.95825155,37.04335885,0.0,37043358854342.17,500,50,1
100,0.03028024,0.03590032,0.966901,37.80039203,0.0,37800392029345.19,500,50,1
110,0.02389439,0.02287449,0.97713896,38.27441397,0.0,38274413966471.85,500,50,1
120,0.021179,0.02248562,0.9771553,37.45992477,0.0,37459924768780.38,500,50,1
130,0.02079104,0.01993141,0.98018563,36.52995046,0.0,36529950456754.43,500,50,1
140,0.01671661,0.00925901,0.98982434,36.48509584,0.0,36485095839521.42,500,50,1
150,0.01083609,0.00704776,0.99263912,35.16419236,0.0,35164192359869.52,500,50,1
160,0.00765022,0.00214375,0.99765329,34.12854981,0.0,34128549807775.17,500,50,1
170,0.00234566,0.0006138,0.99945568,33.80905607,0.0,33809056071671.72,500,50,1
180,0.00054026,0.00049984,0.99934018,33.73973175,0.0,33739731749336.293,500,50,1
190,0.00081979,0.0008564,0.9991436,33.61567057,0.0,33615670568037.92,500,50,1
200,0.0008564,0.0,nan,33.71953838,0.0,33719538377387.29,500,50,1
