epoch_prev,epoch_curr,n_samples,cka_value,cka_change,below_tau
5,10,2040,0.849029,0.150971,0
10,15,2040,0.842213,0.157787,0
15,20,2040,0.785186,0.214814,0
20,25,2040,0.798591,0.201409,0
25,30,2040,0.837026,0.162974,0
30,35,2040,0.793625,0.206375,0
35,40,2040,0.780259,0.219741,0
40,45,2040,0.722115,0.277885,0
45,50,2040,0.763856,0.236144,0
50,55,2040,0.8333,0.1667,0
55,60,2040,0.836407,0.163593,0
60,65,2040,0.815687,0.184313,0
65,70,2040,0.783523,0.216477,0
70,75,2040,0.758206,0.241794,0
75,80,2040,0.805387,0.194613,0
80,85,2040,0.798434,0.201566,0
85,90,2040,0.786198,0.213802,0
90,95,2040,0.823463,0.176537,0
95,100,2040,0.7888,0.2112,0
100,105,2040,0.859776,0.140224,0
105,110,2040,0.96881,0.03119,0
110,115,2040,0.963518,0.036482,0
115,120,2040,0.955965,0.044035,0
120,125,2040,0.934705,0.065295,0
125,130,2040,0.917788,0.082212,0
130,135,2040,0.917865,0.082135,0
135,140,2040,0.907632,0.092368,0
140,145,2040,0.897113,0.102887,0
145,150,2040,0.898399,0.101601,0
150,155,2040,0.886621,0.113379,0
155,160,2040,0.900882,0.099118,0
160,165,2040,0.895528,0.104472,0
165,170,2040,0.902124,0.097876,0
170,175,2040,0.903798,0.096202,0
175,180,2040,0.879109,0.120891,0
180,185,2040,0.8889,0.1111,0
185,190,2040,0.897445,0.102555,0
190,195,2040,0.880615,0.119385,0
195,200,2040,0.88845,0.11155,0
200,205,2040,0.960565,0.039435,0
205,210,2040,0.996959,0.003041,1
210,215,2040,0.997462,0.002538,1
215,220,2040,0.997542,0.002458,1
220,225,2040,0.99815,0.00185,1
225,230,2040,0.998594,0.001406,1
230,235,2040,0.998893,0.001107,1
235,240,2040,0.998547,0.001453,1
240,245,2040,0.998967,0.001033,1
245,250,2040,0.998825,0.001175,1
250,255,2040,0.998839,0.001161,1
255,260,2040,0.998447,0.001553,1
260,265,2040,0.998592,0.001408,1
265,270,2040,0.999116,0.000884,1
270,275,2040,0.999026,0.000974,1
275,280,2040,0.998874,0.001126,1
280,285,2040,0.999085,0.000915,1
285,290,2040,0.998935,0.001065,1
290,295,2040,0.999025,0.000975,1
295,300,2040,0.998816,0.001184,1
