epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
12,random_forest,1.0,0.8202,50000,10000,2.609,ok,
13,logistic_regression,0.87472,0.834,50000,10000,5.026,ok,
13,linear_svm,0.9212,0.7969,10000,10000,6.677,ok,
13,rbf_svm,0.8516,0.8113,10000,10000,1.659,ok,
13,random_forest,1.0,0.8073,50000,10000,2.712,ok,
14,logistic_regression,0.88582,0.843,50000,10000,3.862,ok,
14,linear_svm,0.9353,0.8091,10000,10000,6.058,ok,
14,rbf_svm,0.8669,0.8224,10000,10000,1.535,ok,
14,random_forest,1.0,0.82,50000,10000,2.681,ok,
15,logistic_regression,0.89156,0.8477,50000,10000,3.984,ok,
15,linear_svm,0.9388,0.8143,10000,10000,5.856,ok,
15,rbf_svm,0.8735,0.8297,10000,10000,1.437,ok,
15,random_forest,1.0,0.8306,50000,10000,2.699,ok,
16,logistic_regression,0.88856,0.8432,50000,10000,3.522,ok,
16,linear_svm,0.9354,0.8109,10000,10000,6.102,ok,
16,rbf_svm,0.8734,0.8276,10000,10000,1.485,ok,
16,random_forest,1.0,0.8277,50000,10000,2.577,ok,
17,logistic_regression,0.88924,0.8458,50000,10000,4.499,ok,
17,linear_svm,0.938,0.8147,10000,10000,6.223,ok,
17,rbf_svm,0.8668,0.828,10000,10000,1.469,ok,
17,random_forest,1.0,0.8283,50000,10000,2.549,ok,
18,logistic_regression,0.89062,0.8477,50000,10000,3.415,ok,
18,linear_svm,0.9422,0.813,10000,10000,6.086,ok,
18,rbf_svm,0.872,0.8314,10000,10000,1.477,ok,
18,random_forest,1.0,0.8285,50000,10000,2.775,ok,
19,logistic_regression,0.894,0.8497,50000,10000,4.612,ok,
19,linear_svm,0.9412,0.8139,10000,10000,5.79,ok,
19,rbf_svm,0.874,0.8295,10000,10000,1.425,ok,
19,random_forest,1.0,0.8312,50000,10000,2.801,ok,
20,logistic_regression,0.88958,0.8437,50000,10000,4.088,ok,
20,linear_svm,0.9417,0.806,10000,10000,5.877,ok,
20,rbf_svm,0.8729,0.8274,10000,10000,1.474,ok,
20,random_forest,1.0,0.8237,50000,10000,2.613,ok,
22,logistic_regression,0.89752,0.8552,50000,10000,4.279,ok,
22,linear_svm,0.9482,0.8212,10000,10000,5.744,ok,
22,rbf_svm,0.8817,0.8374,10000,10000,1.428,ok,
22,random_forest,1.0,0.8343,50000,10000,2.523,ok,
24,logistic_regression,0.90194,0.8541,50000,10000,3.697,ok,
24,linear_svm,0.9487,0.8219,10000,10000,5.797,ok,
24,rbf_svm,0.8822,0.8371,10000,10000,1.388,ok,
24,random_forest,1.0,0.8349,50000,10000,2.573,ok,
26,logistic_regression,0.89684,0.8528,50000,10000,4.476,ok,
26,linear_svm,0.9404,0.8183,10000,10000,5.755,ok,
26,rbf_svm,0.8718,0.8305,10000,10000,1.461,ok,
26,random_forest,1.0,0.8305,50000,10000,2.964,ok,
28,logistic_regression,0.89756,0.8526,50000,10000,4.034,ok,
28,linear_svm,0.947,0.8165,10000,10000,5.431,ok,
28,rbf_svm,0.8762,0.8296,10000,10000,1.366,ok,
28,random_forest,1.0,0.828,50000,10000,2.66,ok,
30,logistic_regression,0.8979,0.8532,50000,10000,3.898,ok,
30,linear_svm,0.9468,0.82,10000,10000,5.882,ok,
30,rbf_svm,0.8712,0.829,10000,10000,1.457,ok,
30,random_forest,1.0,0.8289,50000,10000,2.419,ok,
35,logistic_regression,0.9078,0.8647,50000,10000,4.13,ok,
35,linear_svm,0.9562,0.8335,10000,10000,5.314,ok,
35,rbf_svm,0.8887,0.8453,10000,10000,1.224,ok,
35,random_forest,1.0,0.8428,50000,10000,2.645,ok,
40,logistic_regression,0.90524,0.8658,50000,10000,4.396,ok,
40,linear_svm,0.9522,0.8345,10000,10000,5.535,ok,
40,rbf_svm,0.8845,0.8472,10000,10000,1.263,ok,
40,random_forest,1.0,0.8449,50000,10000,2.651,ok,
45,logistic_regression,0.90914,0.8659,50000,10000,4.349,ok,
45,linear_svm,0.9578,0.8389,10000,10000,5.126,ok,
45,rbf_svm,0.8889,0.8521,10000,10000,1.212,ok,
45,random_forest,1.0,0.8508,50000,10000,2.533,ok,
50,logistic_regression,0.91082,0.8659,50000,10000,4.143,ok,
50,linear_svm,0.9574,0.8371,10000,10000,5.359,ok,
50,rbf_svm,0.8845,0.8412,10000,10000,1.333,ok,
50,random_forest,1.0,0.8413,50000,10000,2.503,ok,
60,logistic_regression,0.92518,0.8759,50000,10000,3.75,ok,
60,linear_svm,0.9655,0.8519,10000,10000,4.624,ok,
60,rbf_svm,0.9047,0.8599,10000,10000,1.059,ok,
60,random_forest,1.0,0.8621,50000,10000,2.533,ok,
70,logistic_regression,0.92468,0.8774,50000,10000,4.14,ok,
70,linear_svm,0.9696,0.8538,10000,10000,4.62,ok,
70,rbf_svm,0.9035,0.8627,10000,10000,1.056,ok,
70,random_forest,1.0,0.8627,50000,10000,2.567,ok,
80,logistic_regression,0.93456,0.8883,50000,10000,3.742,ok,
80,linear_svm,0.9755,0.86,10000,10000,4.357,ok,
80,rbf_svm,0.9127,0.8725,10000,10000,0.95,ok,
80,random_forest,1.0,0.8731,50000,10000,2.68,ok,
90,logistic_regression,0.92884,0.8811,50000,10000,3.991,ok,
90,linear_svm,0.9702,0.8621,10000,10000,4.641,ok,
90,rbf_svm,0.9013,0.8633,10000,10000,1.107,ok,
90,random_forest,1.0,0.8644,50000,10000,2.596,ok,
100,logistic_regression,0.9411,0.8963,50000,10000,3.79,ok,
100,linear_svm,0.98,0.8769,10000,10000,4.205,ok,
100,rbf_svm,0.918,0.8811,10000,10000,0.874,ok,
100,random_forest,1.0,0.8809,50000,10000,2.548,ok,
110,logistic_regression,0.95344,0.9021,50000,10000,3.943,ok,
110,linear_svm,0.9837,0.8854,10000,10000,3.674,ok,
110,rbf_svm,0.9318,0.8875,10000,10000,0.735,ok,
110,random_forest,1.0,0.8903,50000,10000,2.454,ok,
120,logistic_regression,0.95778,0.9078,50000,10000,4.477,ok,
120,linear_svm,0.9889,0.8872,10000,10000,3.497,ok,
120,rbf_svm,0.9404,0.8916,10000,10000,0.702,ok,
120,random_forest,1.0,0.8947,50000,10000,2.635,ok,
130,logistic_regression,0.96742,0.9088,50000,10000,3.642,ok,
130,linear_svm,0.9928,0.8984,10000,10000,3.155,ok,
130,rbf_svm,0.9486,0.898,10000,10000,0.609,ok,
130,random_forest,1.0,0.9006,50000,10000,2.52,ok,
140,logistic_regression,0.98,0.9179,50000,10000,2.146,ok,
140,linear_svm,0.998,0.9093,10000,10000,2.918,ok,
140,rbf_svm,0.9694,0.9141,10000,10000,0.462,ok,
140,random_forest,1.0,0.9118,50000,10000,2.584,ok,
150,logistic_regression,0.98762,0.9275,50000,10000,1.848,ok,
150,linear_svm,0.9997,0.9203,10000,10000,2.63,ok,
150,rbf_svm,0.9751,0.9215,10000,10000,0.378,ok,
150,random_forest,1.0,0.9215,50000,10000,2.444,ok,
160,logistic_regression,0.99342,0.9275,50000,10000,1.301,ok,
160,linear_svm,0.9998,0.9249,10000,10000,2.498,ok,
160,rbf_svm,0.9889,0.9264,10000,10000,0.304,ok,
160,random_forest,1.0,0.9276,50000,10000,2.455,ok,
170,logistic_regression,0.99784,0.9339,50000,10000,0.681,ok,
170,linear_svm,1.0,0.9329,10000,10000,2.311,ok,
170,rbf_svm,0.9951,0.9343,10000,10000,0.225,ok,
170,random_forest,1.0,0.9341,50000,10000,1.902,ok,
180,logistic_regression,0.99992,0.9461,50000,10000,0.106,ok,
180,linear_svm,1.0,0.9452,10000,10000,1.959,ok,
180,rbf_svm,1.0,0.9445,10000,10000,0.148,ok,
180,random_forest,1.0,0.9467,50000,10000,1.097,ok,
190,logistic_regression,1.0,0.9502,50000,10000,0.093,ok,
190,linear_svm,1.0,0.9509,10000,10000,2.061,ok,
190,rbf_svm,1.0,0.9499,10000,10000,0.143,ok,
190,random_forest,1.0,0.949,50000,10000,1.008,ok,
200,logistic_regression,1.0,0.9503,50000,10000,0.091,ok,
200,linear_svm,1.0,0.9503,10000,10000,3.233,ok,
200,rbf_svm,1.0,0.9503,10000,10000,0.134,ok,
200,random_forest,1.0,0.949,50000,10000,0.96,ok,
