epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.2,,,0.1008,,0.064484,0.095601,0,51.15529063,1.708891,1.84561462,1.40685508,0.79182,0.4418,0.3873,0.421,0.3947,,,0.07042661,0.83087959,1242.19870612,0.0,1242198706118499.8,500,50,1,0.5085,0.46490581921498475,0.5630000000000001,0.4075555087866989,0.5293000000000001,0.4430179943175839,0.5543,0.41534252341365885,,
1,0.2,2.151199590072632,0.22978,0.3644,0.801574,0.30008,0.41524,0,104.7290367,2.020067,2.30259292,1.05135218,0.45492,0.4492,0.4091,0.4117,0.4391,,0.25954185,0.26254522,0.76457206,5.67075062,0.0,5670750618461.178,500,50,1,0.5011000000000001,0.4726928338419446,0.5412,0.43049563295801324,0.5386,0.43323161107018837,0.5099,0.46206461117541825,,
2,0.199987663248166,1.5988962602233887,0.40372,0.4524,0.380437,0.3847,0.511039,0,10.17255799,1.00743,1.39222914,0.8066395,0.29942,0.5621,0.5224,0.5365,0.5409,,0.26286896,0.1234856,0.84139123,7.62096596,0.0,7620965956772.782,500,50,1,0.3882,0.5914974218667789,0.42790000000000006,0.5497211406924128,0.41380000000000006,0.5645585604545933,0.4080999999999999,0.5691886772598127,,
3,0.1999506560365731,1.3270539964675905,0.51674,0.4988,0.260646,0.443556,0.572043,0,6.30124682,0.799426,1.40468824,0.67315822,0.28558,0.6396,0.6024,0.6162,0.6098,,0.0850863,0.10478941,0.88029966,8.35467329,0.0,8354673287661.94,500,50,1,0.3107000000000001,0.6730506155950752,0.3479,0.633905082605493,0.33410000000000006,0.6484268125854993,0.33919999999999995,0.6416920972324529,,
4,0.199888987496197,1.1102293336868283,0.60356,0.5261,0.258708,0.484621,0.599892,0,2.98291894,0.474641,1.20672721,0.60752177,0.35968,0.7112,0.6667,0.6865,0.6808,,0.07697082,0.10215239,0.84866831,11.01351312,0.0,11013513118030.898,500,50,1,0.23909999999999998,0.7483952436072819,0.2836000000000001,0.701567925918131,0.26380000000000003,0.7224034515416184,0.2682,0.7164053456803114,,
5,0.1998026728428271,0.9694214025878908,0.65756,0.6489,0.256278,0.553133,0.68986,0,1.8062142,0.256769,1.2107664,0.5984162,0.20998,0.7473,0.7109,0.7343,0.7313,,0.16289931,0.16845841,0.89054143,10.64373755,0.0,10643737554684.812,500,50,1,0.20300000000000007,0.7863832473955592,0.23940000000000006,0.7480795538251078,0.21600000000000008,0.7727033568346837,0.2177,0.7695464590129432,,
6,0.1996917333733128,0.8313656687545776,0.71006,0.6238,0.21554,0.569673,0.710881,0,1.26033648,0.100487,1.16416519,0.59026611,0.28632,0.7864,0.7434,0.7665,0.7604,,0.08833839,0.19859962,0.86772754,15.16158264,0.0,15161582641967.6,500,50,1,0.16390000000000005,0.8275281490055771,0.20690000000000008,0.7822792802272965,0.18380000000000007,0.8065873934546984,0.1886,0.8001683678838261,,
7,0.199556196460308,0.7477648090362549,0.74266,0.7345,0.213699,0.611771,0.723461,0,0.93913516,-0.027272,0.88624505,0.55107429,0.16774,0.8086,0.7717,0.793,0.7884,,0.07957971,0.20195578,0.87289241,16.76895604,0.0,16768956043601.455,500,50,1,0.14170000000000005,0.8508891928864568,0.17859999999999998,0.8120593496790488,0.1573,0.8344733242134063,0.16059999999999997,0.8296327475534041,,
8,0.199396095545518,0.7003527857971191,0.76038,0.7265,0.211693,0.622103,0.744785,0,0.9053048,-0.043205,0.93748934,0.53036214,0.15042,0.8165,0.7821,0.8027,0.8003,,0.08719634,0.18039316,0.88433344,18.12586738,0.0,18125867382559.074,500,50,1,0.13380000000000003,0.8592023571503735,0.16820000000000002,0.8230032621277491,0.14760000000000006,0.8446806271703672,0.14869999999999994,0.8421551089129748,,
9,0.1992114701314478,0.6723170903396607,0.76916,0.7534,0.210505,0.634925,0.731634,0,0.87787585,-0.056567,0.93071885,0.51533982,0.15204,0.8239,0.7896,0.8125,0.8071,,0.09129455,0.16698666,0.89124988,14.89170117,0.0,14891701174232.662,500,50,1,0.12640000000000007,0.8669893717773334,0.16070000000000007,0.8308955066821003,0.13780000000000003,0.8549931600547195,0.14189999999999992,0.8493107439755867,,
10,0.1990023657716557,0.6413970362281799,0.7811,0.7546,0.244461,0.633598,0.739246,0,0.84333278,-0.074001,0.83982378,0.5113427,0.10816,0.8232,0.7839,0.8042,0.8011,,0.07703456,0.18022211,0.88693296,14.71142488,0.0,14711424881323.164,500,50,1,0.1271,0.866252762285594,0.1664,0.8248974008207934,0.1461,0.8462590760812375,0.14789999999999992,0.8429969483321057,,
11,0.1987688340595138,0.6285078656578064,0.78282,0.712,0.227732,0.645299,0.736294,0,0.80935242,-0.091862,0.8654712,0.56143088,0.19954,0.8343,0.7919,0.8151,0.8132,,0.10371794,0.19210132,0.8775206,14.70034971,0.0,14700349714859.729,500,50,1,0.11599999999999999,0.8779332842260339,0.15839999999999999,0.8333157950121015,0.1352,0.8577291381668947,0.13579999999999992,0.8557297695464591,,
